Username,comment,sentimen,label_int,skor,alasan
sufianti,itu asli..sesuai dng mimik mulutnya😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
leshia 123,ya Alloh kasihan ibu Sri padahal beliau orang baik sehat sehat ibu tetep semangat ❤️🔥,positive,2,8.5,"neg=[] pos=['kasihan', 'baik', 'sehat', 'sehat', 'semangat', '[sehat sehat]', '[orang baik]'] emoji=1.0"
YouNeed,"Oia beda, yg video beban negara wajahnya beda, matanya beda",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Mangwi,harus segera ditangkap yang edit ini,neutral,1,0.0,(tidak ada sinyal sentimen)
Duda Merana,mentri ini bgtu lahir udh pintar jdi dia blm prnh bersekolah,positive,2,1.0,neg=[] pos=['pintar'] emoji=0.0
armenphily,tangkap yg edit...jangan seperti kasus Ahok,neutral,1,0.0,(tidak ada sinyal sentimen)
mami lilis,guru membuat kita pintar 👍👍 kgn lupa,positive,2,2.0,neg=[] pos=['pintar'] emoji=2.0
Sri,kl,neutral,1,0.0,(tidak ada sinyal sentimen)
Hamidah Hj Idris,guru itu pemberi cahaya n ilmu yg bermanafaat. tanpa guru x de cerdik pandai,neutral,1,0.0,neg=['[tanpa guru]'] pos=['pandai'] emoji=0.0
HARSIH,"GURU ITU TIANG NEGARA, PAHLAWAN TANPA TANDA JASA. TIDAK ADA GURU, HANCURLAH NEGARA.",positive,2,6.0,"neg=[] pos=['pahlawan', '[pahlawan tanpa tanda jasa]', '[tanpa tanda jasa]'] emoji=0.0"
Siti Gori,pecat sri mulyani,negative,0,-1.0,neg=['pecat'] pos=[] emoji=0.0
bodoamat 😝😝,kamu itu yg beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
rudi,Tangkap yg edit,neutral,1,0.0,(tidak ada sinyal sentimen)
Baby Kimchi 𝜗𝜚,😆😆😆,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Hamzah,ngedabrus😆 jdi mentri berkat guru,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Calon Ambu,"KLO lu apa Mulyani,BKN nya Lo jg di gaji Ngara,gji guru GK sbrapa di bnding Lo ma DPR,",neutral,1,0.0,(tidak ada sinyal sentimen)
👌👌INDRA RAHMAT👌👌,usut langsung,neutral,1,0.0,(tidak ada sinyal sentimen)
denie,Ini Kasihan Jadi Penyebab...,positive,2,1.0,neg=[] pos=['kasihan'] emoji=0.0
aunk alhaq,kenapa ai di perbolehkan sii di indonesia,neutral,1,0.0,(tidak ada sinyal sentimen)
spider_laa,🔥,neutral,1,0.0,(tidak ada sinyal sentimen)
Rika Mustika2507,ini potongan² doank...coba lihat full video nya,neutral,1,0.0,(tidak ada sinyal sentimen)
Mustofa Tofa,kejam,negative,0,-1.0,neg=['kejam'] pos=[] emoji=0.0
sapiucol700,sri.mulyani.itu.beban.masaraka.,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
AndreA Iaan NoNe,𝐊𝐀𝐒𝐈𝐇 𝐃𝐏𝐑 𝐬𝐚𝐣𝐚 𝐢𝐛𝐮,neutral,1,0.0,(tidak ada sinyal sentimen)
S3RZIO S!R3GAR041212,"guru pahlawan,, tanpa guru kamu jadi apa",positive,2,3.0,"neg=['[tanpa guru]'] pos=['pahlawan', '[guru pahlawan]'] emoji=0.0"
wendy,ya ko telan sendiri duwek negara,neutral,1,0.0,(tidak ada sinyal sentimen)
cendol dawet,katanya masyarakat cerdas masa kena hoax ai😂,positive,2,0.75,neg=['bohong'] pos=['cerdas'] emoji=-0.5
NingrumTiaraLiriz,itu emng AI,neutral,1,0.0,(tidak ada sinyal sentimen)
🇦  🇱  🇦  🇳,"HARUS NYA DEMO KE TIKTOK, SURUH DIPERKETAT PEMBIKINAN AKUN, JADI AKUN AKUN FAKE BUZZER TIDAK BERKELIARAN, DAN BISA DIPERTANGGUNG JAWABKAN YG BUAT VT ATAU KOMEN DI MEDSOS YG SENGAJA MEMPROVOKASI...!!!!!",negative,0,-1.0,neg=['buzzer'] pos=[] emoji=0.0
harbektiningsih,"kokean wong pinter , tapi ora cerdas",positive,2,3.0,"neg=[] pos=['pinter', 'cerdas'] emoji=0.0"
Nur,gara gara mulut perempuan yang satu ini gak bisa dijaga liat hasil nya 1 negara hancur berantakan makanya perlu kita menjaga lisan kita untuk berucap ini suatu pelajaran buat kita semua jaga lah kata kata mu,negative,0,-1.0,neg=['berantakan'] pos=[] emoji=0.0
Sari81Boklaa,"Masyarakat sudah sangat berpartisipasi bu, sampai ada orang tua yang gak bisa menyekolahkan anak2 mereka karena terbentur biaya. Ada biaya daftat masuk, sudah masuk ada biaya daftar ulang, biaya buku pelajaran, biaya seragam sekolah, dll. Kadang buat hidup sehari2 aja mereka sudah sangat susah. Ayo bu, turun ke sekolah2 dan dialog dengan guru dan orang tua murid.",neutral,1,0.0,(tidak ada sinyal sentimen)
tumbuh bersama,yang posting si Penjilat,negative,0,-1.0,neg=['penjilat'] pos=[] emoji=0.0
ummi405,usut cari siapa pengedit & penyebar video nya . bikin rusuh se Indonesia,negative,0,-1.0,neg=['rusuh'] pos=[] emoji=0.0
eka putra,cong ngormu,neutral,1,0.0,(tidak ada sinyal sentimen)
Netizen millenial,Cyber polri ga bisa mencari yg edit video fitnahan itu? Untuk apa anggaran polri bnyak jika masalah begini saja tidak bisa diselesaikan tuntas??,neutral,1,0.0,(tidak ada sinyal sentimen)
iya ini pijaa⚡,aslinya dia yg beban negara😹,negative,0,-3.25,"neg=['beban', '[beban negara]'] pos=[] emoji=-0.5"
Adam alfikar Khair 💫,"itu bukan AI, yang posting di bayar berapa ?",negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Kucing Lebay,ternyata msh bnyk yg g paham dg vidio ini mknya kita gmpng di adu domba,negative,0,-2.0,neg=['[adu domba]'] pos=[] emoji=0.0
mr_fieq®,Orang ini di Fitnah... Yang Sabar ya bu..🙏,positive,2,0.5,neg=['fitnah'] pos=['sabar'] emoji=1.0
Devinta,anjrrr serem bgt jman skrg apa2 bs dipalsuin ..sereemmm ..tp yg ku heran ko para infkuencer guru dan org2 itu ga cari tau dlu ya..pd kmakan hoax,negative,0,-2.0,"neg=['serem', 'bohong'] pos=[] emoji=0.0"
kasih seorang ibu,"ibu juga lebih dari beban negara,, ibu adalah peramaps hak rakyat kecil dan tikus negara",negative,0,-5.0,"neg=['beban', 'tikus', '[beban negara]'] pos=[] emoji=0.0"
andi,polisi mestinya tangkap yg bikin hoaxs,neutral,1,0.0,(tidak ada sinyal sentimen)
aBd😎,"gua yakin arah pembicaraan ibu Sri bukan bgtu.... masa iyah ngmong beban negara.
masyarakat hrus lbis cerdas lg dooong",negative,0,-1.0,"neg=['beban', '[beban negara]'] pos=['cerdas'] emoji=0.0"
user41199436151930,"banyak bgett buzzer yg bela sm jir🤣🤣🤣 padahal orang tau jg kalo itu ai tp yg bikin kesal itu pernyataan beliau kalo guru tidak dhargai krna gaji rendah, apakah arus eua dari pmrintah atau ada partisipasi masyarakat"" tapi pajk dinaikin gaji dpr naik pdhal gaji guru aja gaji cuma 1.5jt normalnya ampe paling kcil bisa 200-300rb",negative,0,-2.75,"neg=['buzzer', 'anjing'] pos=['bela'] emoji=-1.5"
DdanteE,"a. guru itu beban negara
b. guru menjadi beban negara.
asah logika,
hahaaa yang IQ tinggi pasti paham.😂",negative,0,-4.25,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=-0.5"
“Dayak Nias “Marga Halawa,sekarang byk HOAX karena ada aplikasi AI yang bisa memutar balikkan fakta netizen gampang percaya sebelum menonton video aslinya 🙏,negative,0,-2.5,"neg=['bohong', '[memutar balik]'] pos=[] emoji=1.0"
Gen•™Studio®🌺,kita telah di adu domba kawan,negative,0,-2.0,neg=['[adu domba]'] pos=[] emoji=0.0
Boby Sandi,":judul pidato nya yaitu guru beban negara.
dan Di lanjutkan dgn penjelasan nya.
untuk mengatasi beban negara tersebut",negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
majid_1979,Coba lihat Matanya Ibu Sri Mulyani diVidio Hoax dan Asli.Dapat dibedakan ✌🏻🇮🇩🇮🇩,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
🅿🆁🅾🅳🆄🅺 🅻🅾🅺🅰🅻,"provokator yg sebenarnya,,Menyala ibu sri😂😂",negative,0,-0.5,neg=['provokator'] pos=['menyala'] emoji=-1.0
sav🫠,kasian banget dongg,positive,2,1.0,neg=[] pos=['kasian'] emoji=0.0
Mél Pereira,😡😡,negative,0,-1.0,neg=[] pos=[] emoji=-2.0
Mr. Jack04,hoax hoax hoaxxx,negative,0,-2.0,"neg=['bohong', 'bohong'] pos=[] emoji=0.0"
Adhen Qswara,"memang Benar editan....
kasian mba Sri...",positive,2,1.0,neg=[] pos=['kasian'] emoji=0.0
kaconk,klu hox. kok mulutnya pas banget ya,neutral,1,0.0,(tidak ada sinyal sentimen)
bubur ayam matraman,keuangan negara juga uangnya rakyat bu😁,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Tukang tambal ban 0zzznNvcQXXD,"itu memang hoax anjirrrr........ longor yang bilang ""di bayar brapa "" dan bla bla blaaaaaaaa....... bisa bedain Ai dan vidio asli kannnnn... SDM rendah 😒",negative,0,-3.25,"neg=['bohong', '[bayar berapa]'] pos=[] emoji=-0.5"
Emaknya_kia&syafiq,😳,neutral,1,0.0,(tidak ada sinyal sentimen)
xplor,ciri2 orang kenyang makan uang haram,negative,0,-2.0,neg=['[uang haram]'] pos=[] emoji=0.0
ucuppp,pas masi kecil,neutral,1,0.0,(tidak ada sinyal sentimen)
ucuppp,jadi sama siapa dia belajar nya kalok dia ngomong nya guru itu beban negara????,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
tigorjati,mungkin kata ibu ini beban itu maksudnya tanggung jawab pemerintah tapi beda lagi klau membebani negara,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
️,😹😹,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
SONEE,kenapa yg ngedit ngga ditangkap ?,neutral,1,0.0,(tidak ada sinyal sentimen)
hi ini nugra,dpr itu beban masyarakat,negative,0,-3.0,"neg=['beban', '[beban masyarakat]'] pos=[] emoji=0.0"
zilaa alula,partisipasi masyarakat??? sama dengan beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
COURTOIS,DPR itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
faudin bts,omongan mu itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
ℝ𝕠𝕟𝕪 ℝ𝕩,hati hati dengan tiktok sekarang AI udah canggih bisa edit apa aja hampir sempurna jangan sampai salah ambil keputusan.,neutral,1,0.0,(tidak ada sinyal sentimen)
Gibrans market,"ai ini, yg mengatakan beban negara. mukanya Bu Sri jadi lebih smooth, senyumnya aja beda. astaghfirullah warga jangan mudah terprovokasi. liat dulu dengan seksama. pastikan dulu sumber yg kalian dapat itu sudah benar atau belum. kocak salah sasaran, apalagi yg njarah2 itu, perampok bener.",negative,0,-5.0,"neg=['beban', 'perampok', '[beban negara]'] pos=[] emoji=0.0"
ibnu d@ff@,😄,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
lailatul fitriyah,seng beban negara iku y peno,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
ZL,ko bljr dlm hutan ke mbak,neutral,1,0.0,(tidak ada sinyal sentimen)
YouMorSil fashion,gitu aja pakai tanya.... ya hrs tanggungan negara la.. jgn rakyat lgi yg di kenakan beban....,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
YouMorSil fashion,tetap aja ujung2 nya minta bantuan masyarakat dgn menekan rakyat dgn pajak... naikin gaji guru aja mikir2 gliran gaji loe sama tunjangan2 DPR aja lgsung ACC,positive,2,2.0,neg=[] pos=['[naikin gaji guru]'] emoji=0.0
SUARA RAKYAT,WADUHH DAH LUPA KALI YA KALO DIA GADA GURU GABAKAL BISA JADI ANGGOTA DPR CUHH,neutral,1,0.0,(tidak ada sinyal sentimen)
17__dillcz,kamu sekolah kah? kamu tdk sesukses itu tanpa guru guru itu bukan beban guru itu mengajarkanku dengan baik,positive,2,1.0,"neg=['[tanpa guru]'] pos=['beban(neg)', 'baik'] emoji=0.0"
Bang Jek,AI = dajal,neutral,1,0.0,(tidak ada sinyal sentimen)
Pepy Rahma Yani Yani,"itu vidio asli,, cuma d potong maka ny ada salah paham,, coba cek vidio asli ny,, masih ada sambungan ny,bukan buzzer y,, soal ny tadi ada vidio full ny lewat,,",positive,2,1.0,neg=[] pos=['buzzer(neg)'] emoji=0.0
@Alon.L,pecat Sri Mulyani,negative,0,-1.0,neg=['pecat'] pos=[] emoji=0.0
DHOOTKZR🗿,mana ad ai rambutnya ijuk kering🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
raaaa,zaman sekarang org gampang bgt d hasut,negative,0,-1.0,neg=['hasut'] pos=[] emoji=0.0
Dilla,🤲,neutral,1,0.0,(tidak ada sinyal sentimen)
Sazaly Rozali,maksud yang sama,neutral,1,0.0,(tidak ada sinyal sentimen)
Harris x honor of kings,"silahkan kritik ya gak cuma tiktok mulu ingat ya tiktok cuma buat hiburan bukan
cari ilmu ilmu dari guru apakah anda sudah menghormati guru🥰",positive,2,0.5,neg=[] pos=[] emoji=1.0
MAMPIR NGOMBE,"tanpa guru, manusia gk bisa baca",negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
🥴putri,"itu sudah di edit loh, masa GK bisa bedain sih asli sama Al",neutral,1,0.0,(tidak ada sinyal sentimen)
Wimpitio,video pertama jelas bngt edit nya dan itu AI. ayo kita jgn jadi manusia bodoh,negative,0,-2.0,neg=['bodoh'] pos=[] emoji=0.0
tengu_balap,kalo ngasih informasi jangan tangggung² toddd,neutral,1,0.0,(tidak ada sinyal sentimen)
akhwat,wadduh saya sudah kemakan isu,neutral,1,0.0,(tidak ada sinyal sentimen)
MBAH WONGSO,"makanya jangan mudah terprovokasi,,AI sekarang lebih kejam",negative,0,-1.0,neg=['kejam'] pos=[] emoji=0.0
Gloriel Sesean,elu yang hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
JP,"ini suda diedit,, di aslinya ibu Sri Mulyani bilang bgt.
yg buat ini harus tanggungjawab",neutral,1,0.0,(tidak ada sinyal sentimen)
@SAMPETHOK@,hoax apa ya bro,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Fitry,orang dari wajahnya aja kelihatan bgt ko..jauh dari aslinya..heran..bahkan guru2 aja gampang bgt percaya..fix Indonesia belum siap ada AI..masyarakatnya minim literasi...malah bahaya,negative,0,-1.0,neg=['bahaya'] pos=[] emoji=0.0
yayuk.rswti,bahasanya saja d perhalus maksudnya tetap sama,negative,0,-1.0,neg=['[tetap sama]'] pos=[] emoji=0.0
ISAL KJ,min?,neutral,1,0.0,(tidak ada sinyal sentimen)
aan,masyarakat udah susah buk,neutral,1,0.0,(tidak ada sinyal sentimen)
Pp Ppp,"Maaf Bu sya mau tanya s'ibu jadi menteri kan berkat para guru dan dosen kan,masa s'ibu ngomong'y Kya begitu sich",neutral,1,0.0,(tidak ada sinyal sentimen)
condro joyo,"kalo memang editan , antara gerak bibir dan vocal suara kok begitu singkron ,bisa di jelasin",neutral,1,0.0,(tidak ada sinyal sentimen)
Ly'Moon,😍,positive,2,0.5,neg=[] pos=[] emoji=1.0
pikawwwwwsukakamu,yg bicara lebih Bebani negara,neutral,1,0.0,(tidak ada sinyal sentimen)
liladhemartha,gara2 AI omongan orang diplintir,neutral,1,0.0,(tidak ada sinyal sentimen)
aezamcollection,haduh orang bner kok ngomng guru adalah beabn negara,neutral,1,0.0,(tidak ada sinyal sentimen)
Ansof77,"iyaa ini EMG AI,,,yg baper liat ini,,bearti perlu belajar lagi AT😁",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
NABIL⛰️⛰️,guru sosok yang memberi ilmu dan guru yang meajarkan tenteng -tentang yang baik maka kita harus berterima kasih tapa guru kita tidak bisa meraih cita-cita kita dan jangan pernah lupa untuk menghargai guru kita tidak pantas untuk mengejek guru.,positive,2,8.0,"neg=[] pos=['baik', 'menghargai', '[terima kasih]', '[menghargai guru]', '[hargai guru]'] emoji=0.0"
tiurrismawatihuta5,anaknya sekolah diajari sm siapakah,neutral,1,0.0,(tidak ada sinyal sentimen)
Sha,Klau benar hoax bertanggung jawab lh kmu ke tuhan kamu,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
riri item,cari yg mengedit... gw rada sedih bu Sri rumahnya jg kena sasaran.. krn kebijakan dia ga semata mata krn kemauan dia.. dia sangat berjasa buat negri ini.. apalg ape jaman COVID-19🦠😷.. byk negara yg keos.. tp kita msh ttp stabil.. kurang lbhnya ada tp buat saya pribadi dia terbaik,positive,2,4.0,"neg=[] pos=['berjasa', 'terbaik'] emoji=0.0"
anak pulau 🏝️⛵,pajoh non ha duet hagam an***ing,neutral,1,0.0,(tidak ada sinyal sentimen)
Dilah Baswara,video bnyk yg di potong jd jgn di ambil mentah2.. yuk belajar bijak,neutral,1,0.0,(tidak ada sinyal sentimen)
谢金峰 HAMPIR aTHēîs,sudah berapa juta orang Indo berhenti mer0k0k karena cukai dari Menteri 18L15 ini?,negative,0,-2.0,neg=['[berapa juta]'] pos=[] emoji=0.0
akunsaya,dibayar brp,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Buma Blue,"Guru Beban Negara maksudnya, Guru sangat berperan penting bagi negara jadi Harus diberikan tunjangan yg lebih besar oleh negara. Beban = Tanggungan",negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
CN≈ferli,mereka pas kecil aja di ajar guru makanya mereka bisa sukses tapi tolol,negative,0,-1.0,neg=['tolol'] pos=['sukses'] emoji=0.0
bg Erwan ayah Rara raja,cair,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
afnan,"ngeri nih klo palsu, medsos tuh bisa jd alat fitnah,",negative,0,-3.0,"neg=['ngeri', 'palsu', 'fitnah'] pos=[] emoji=0.0"
kekayaan,reall kehed,neutral,1,0.0,(tidak ada sinyal sentimen)
Jimmy Kadal 21,"masyarakat kurang partisipasi di Mana,sini rakyat jelata sekolah bayar Cox",neutral,1,0.0,(tidak ada sinyal sentimen)
enni,🙏,positive,2,0.5,neg=[] pos=[] emoji=1.0
Aris Boys,"inilah ciri orang yang gak pernah sekolah karena dia gak ada guru,pas lahir langsung tua gtu makanya dia menghina guru",negative,0,-1.0,neg=['menghina'] pos=[] emoji=0.0
TGSN_F2_PerJuAnG_KOTU🐉🇮🇩,🤣🤣🤣🤣🤣,negative,0,-1.25,neg=[] pos=[] emoji=-2.5
rafky,udh la bagus hafus tiktok wkwk capek cok dengar ini😅😂,negative,0,-1.5,neg=['cok'] pos=['bagus'] emoji=-1.0
Mata Air Grosir Solo,guru lebih nyata dan jelas jasanya,neutral,1,0.0,(tidak ada sinyal sentimen)
wahyuarifinnur,hahaha.....mulai mlintir-mlintir....,neutral,1,0.0,(tidak ada sinyal sentimen)
Mas Anang,🤣🤣🤣🤣🤣🤣,negative,0,-1.5,neg=[] pos=[] emoji=-3.0
user6958619052744,kayaknya hoax lah...sri mulyani jg anak guru / dosen..ndak mungkin lah dia ngomong kayak gitu..skrg teknologi kan canggih..di edit2 itu...yg ngedit do,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Triaaa,😆,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
were.,bego banget Indonesia ditipu dengan ai semudah ini,negative,0,-3.0,"neg=['bego', 'ditipu'] pos=[] emoji=0.0"
72aripmaulana,mana yg ai yg hoax atau yg asli,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
chiva-chafa,buk. dulu ibu pintar baca. pintar berhitung. tau angka tau huruf.. itu sp ngajari ya buk..,positive,2,4.0,"neg=[] pos=['pintar', 'pintar', '[ibu pintar]'] emoji=0.0"
preacher of darkness,artinya sama saja,negative,0,-2.0,"neg=['[sama saja]', '[artinya sama]'] pos=[] emoji=0.0"
Siti,setane.negoro,neutral,1,0.0,(tidak ada sinyal sentimen)
faujistore,siapa penyebar hoax ayo siapa yang bisa nebak?,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Saifultrkers,tapi kenapa gaji guru tidak dinaikkan??malah gaji dan elaun wakil rakyat dinaikkan 1000%??,neutral,1,0.0,(tidak ada sinyal sentimen)
labasso1,liat secara utuh ceramah nya bu mentri keuangan,neutral,1,0.0,(tidak ada sinyal sentimen)
zh1d4 🕷️🕸️,kalau beliau berhenti siapa gantinya..kalian yakin pengganti beliau lebih baik atau lebih parah,positive,2,1.0,neg=[] pos=['baik'] emoji=0.0
babe888_,Terlalu banyak manusia bejat jahat pitnah orang semaunya,negative,0,-3.0,"neg=['bejat', 'jahat'] pos=[] emoji=0.0"
zh1d4 🕷️🕸️,ini ai hoax ada versi aslinya silahkan kalian cari..jangan mau di adu domba beliau ini Srikandi Indonesia wanita terbaik yg pernah di miliki Indonesia..banyak negara lain yg menginginkan beliau untk duduk di posisi strategis Krena kecerdasan beliau.,positive,2,1.0,"neg=['bohong', '[adu domba]'] pos=['srikandi', 'terbaik'] emoji=0.0"
💜aimra'a امرأة✨,cair 150 juta ni akun,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
Evin12122502,"orang bikin edit"" hanya utk pecah belah bangsa😡",negative,0,-2.5,neg=['[pecah belah]'] pos=[] emoji=-1.0
Mitaa,caiiiir,neutral,1,0.0,(tidak ada sinyal sentimen)
卄.| 乃ㄩҜ卄ㄖ尺|,guru di salahin.. 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
zaini,dia lupa Dari gurulah dia tau membaca..,neutral,1,0.0,(tidak ada sinyal sentimen)
mamah damar,Monyetttttttt,neutral,1,0.0,(tidak ada sinyal sentimen)
Devican,"Gak gitu juga justru di daerah aku guru itu sanget du hormati sebab pns punya gajih besar di banding dg pegauai suasta atau pabrik ,keadan nya sejahtera rata "" py mobil persis seperti polisi hidup nya pd sejahtera",positive,2,2.0,"neg=[] pos=['sejahtera', 'sejahtera'] emoji=0.0"
Odew,HELEEEHHHHH,neutral,1,0.0,(tidak ada sinyal sentimen)
flakey_fly🏴‍☠️🇲🇾,"im malaysian, org indonesia harus bijak menilai content media social. sekarang zaman fitnah, kerana fitnah habis seluruh negara. content jelas edit.",negative,0,-2.0,"neg=['fitnah', 'fitnah'] pos=[] emoji=0.0"
"Amirkhan,H",cuma digaji 200 ribu honorer dibilang beban negara terlalu,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Cica,Ampun kenapa sih orang orang niatnya jelek amat pecah belah negara mulu,negative,0,-2.0,neg=['[pecah belah]'] pos=[] emoji=0.0
Sihotang_Pardabuan🔥🔥,"itu asli longor, yang satu ini klarifikasi minta maaf si nenk lampir ini",neutral,1,0.0,(tidak ada sinyal sentimen)
Verdorven,Ternyata gaji anggota Dewan bukan jadi tantangan negara.. 🤣🤣🤣 GOBLOK!!!,negative,0,-2.75,neg=['bodoh'] pos=[] emoji=-1.5
રિઝાલ હારી  yeppyii kaooi zoli,👍,positive,2,0.5,neg=[] pos=[] emoji=1.0
Dalang Digital,"PERCUMA MENYADARKAN MASYARAKAT KONOHA, MEREKA G BAKALAN PAHAM",neutral,1,0.0,(tidak ada sinyal sentimen)
ABANG ABANG GLORY,mulut2 biadab setan anjing emang ini manusia,negative,0,-6.0,"neg=['biadab', 'setan', 'anjing'] pos=[] emoji=0.0"
Wang lin,metro metrooo dibayar brpaa sih semurah itu kah,neutral,1,0.0,(tidak ada sinyal sentimen)
y,di bayar brpaaa bosss,neutral,1,0.0,(tidak ada sinyal sentimen)
.,udah gak ketolong,neutral,1,0.0,(tidak ada sinyal sentimen)
marettt,cekok in duit brp🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
anita,yg posting cair brpa😅,negative,0,-1.25,neg=['cair'] pos=[] emoji=-0.5
Pratama Herry,DPR BEBAN NEGARA,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
irul khaconk,mksud hoax nya dmna,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
manusia,di bayar brpa sih hoax kata lu?,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
ijul891,🤣🤣🤣,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Mbk susi,"Apapun alasannya aku gk suka sama kamu kanjeng ratu sri mulyani,,krna kmu lah semua di kenakan pajak,,makin kesini kebijakan mkin konyol dan tol*l",neutral,1,0.0,(tidak ada sinyal sentimen)
rahmarrin,partisipasi dr masyarakat lg?? pajak dikemanain aja? buat kemewahan para menteri dan dpr aja? ya bener pd demo. video asli itu maknanya sm aja... tersirat. implisit.,neutral,1,0.0,(tidak ada sinyal sentimen)
